id,ticker,dividend_yield,predicted_high,predicted_low,is_odd,last_updated,company_name,total_dividend_2025,previous_close,live_price_2026,base_yield,live_yield,sector,last_mined,last_live_update,pe_ratio,payout_ratio,pbv,roe,beta
133,CMPP.JK,0,,,false,2026-03-06 04:26:55.192014+00,AirAsia Indonesia Tbk.,0,88,,,,,2026-03-13 16:49:13.877943+00,,,0,-0.06757883,0,-0.008
134,CNKO.JK,0,,,false,2026-03-06 04:26:56.492263+00,Exploitasi Energi Indonesia Tbk,0,59,,,,,2026-03-13 16:49:14.279441+00,,2.904973,0,-0.509288,0,-0.082
135,CNTX.JK,0,,,false,2026-03-06 04:26:57.876665+00,Century Textile Industry Tbk.,0,142,,,,,2026-03-06 08:11:41.586451+00,,,,,,
136,COWL.JK,0,,,false,2026-03-06 04:26:59.229015+00,"COWL.JK,0P0000D53W,0",0,50,,,,,2026-03-06 08:11:41.971901+00,,,,,,
137,CPIN.JK,3,,,false,2026-03-06 04:27:00.631064+00,Charoen Pokphand Indonesia Tbk,108,3600,,,,,2026-03-13 16:49:15.101589+00,,12.639118,37.89,1.8513727,15.427,0.086
138,CPRO.JK,0,,,false,2026-03-06 04:27:01.938901+00,Central Proteina Prima Tbk.,0,54,,,,,2026-03-13 16:49:15.51088+00,,7.826087,0,0.8056815,10.436,-0.182
139,CSAP.JK,2.26,,,false,2026-03-06 04:27:03.301784+00,Catur Sentosa Adiprana Tbk.,6.5,288,,,,,2026-03-13 16:49:15.942023+00,,13.495783,30.47,0.46890873,3.577,-0.052
140,CTBN.JK,9.02,,,false,2026-03-06 04:27:04.722244+00,Citra Tubindo Tbk,530,5875,,,,,2026-03-13 16:41:26.525702+00,,9.410841,88.19,38149.35,23.8,0.383
141,CTRA.JK,3.53,,,false,2026-03-06 04:27:06.164546+00,Ciputra Development Tbk,24,680,,,,,2026-03-13 16:49:16.39344+00,,5.0753846,17.909999,0.5470882,10.829,0.185
142,CTTH.JK,0,,,false,2026-03-06 04:27:07.497046+00,Citatah Tbk.,0,74,,,,,2026-03-13 16:49:16.825606+00,,,0,0.5134289,-15.546,-0.129
143,DART.JK,0,,,false,2026-03-06 04:27:08.855615+00,Duta Anggada Realty Tbk.,0,144,,,,,2026-03-13 16:49:17.376318+00,,,0,0.3617,-19.559999,0.298
144,DEFI.JK,0,,,false,2026-03-06 04:27:10.315672+00,Danasupra Erapacific Tbk.,0,86,,,,,2026-03-13 16:49:17.853907+00,,,0,1.7000751,-10.0480005,-0.774
145,DEWA.JK,0,,,false,2026-03-06 04:27:11.634354+00,Darma Henwa Tbk,0,396,,,,,2026-03-13 16:49:18.262221+00,,74.29644,0,3.4433885,5.435,0.116
146,DGIK.JK,0,,,false,2026-03-06 04:27:12.997979+00,Nusa Konstruksi Enjiniring Tbk.,0,115,,,,,2026-03-13 16:49:18.644827+00,,9.712838,0,0.82733816,8.916,0.152
147,DILD.JK,0,,,false,2026-03-06 04:27:14.383351+00,Intiland Development Tbk,0,127,,,,,2026-03-13 16:49:19.043004+00,,,0,0.23528366,-0.014999999,0.065
148,DKFT.JK,4.93,,,false,2026-03-06 04:27:15.749755+00,Central Omega Resources Tbk.,35,710,,,,,2026-03-13 16:49:19.546412+00,,7.5411577,10.62,3.1642044,58.625,0.511
149,DLTA.JK,8.91,,,false,2026-03-06 04:27:17.175676+00,Delta Djakarta Tbk,172,1930,,,,,2026-03-13 16:49:20.010126+00,,10.908269,97.18,1.9865307,17.838,0.138
150,DMAS.JK,21.97,,,false,2026-03-06 04:27:18.505988+00,Puradelta Lestari Tbk.,29,132,,,,,2026-03-13 16:49:20.46082+00,,7.9470196,174.7,0.96252704,11.585,-0.061
151,DNAR.JK,0,,,false,2026-03-06 04:27:19.856723+00,Bank Oke Indonesia Tbk.,0,134,,,,,2026-03-13 16:49:20.907853+00,,16.262136,0,0.6021958,3.805,-0.208
152,DNET.JK,0.06,,,false,2026-03-06 04:28:39.941133+00,"Indoritel Makmur Internasional ",5,8725,,,,,2026-03-13 16:41:27.100432+00,,106.31168,6.08,8.400368,8.18,0.323
153,DOID.JK,0,,,false,2026-03-06 04:28:41.401313+00,BUMA Internasional Grup Tbk.,0,264,,,,,2026-03-13 16:49:21.404828+00,,,0,20307.691,-76.149005,-0.259
154,DPNS.JK,1.61,,,false,2026-03-06 04:28:42.73888+00,Duta Pertiwi Nusantara Tbk,5,310,,,,,2026-03-06 08:11:48.993273+00,,,,,,
155,DSFI.JK,0,,,false,2026-03-06 04:28:44.090063+00,Dharma Samudera Fishing Industr,0,86,,,,,2026-03-13 16:49:21.825974+00,,9.161607,0,0.5711591,5.613,0.052
156,DSNG.JK,1.78,,,false,2026-03-06 04:28:45.458831+00,Dharma Satya Nusantara Tbk.,24,1345,,,,,2026-03-13 16:49:22.483049+00,,8.917915,15.91,1.3217854,15.457,0.317
157,DSSA.JK,0,,,false,2026-03-06 04:28:46.76902+00,Dian Swastatika Sentosa Tbk,0,66925,,,,,2026-03-13 16:49:22.926221+00,,99.46644,0,232378.48,18.529,-0.675
158,DUTI.JK,0,,,false,2026-03-06 04:28:48.1648+00,Duta Pertiwi Tbk,0,4880,,,,,2026-03-13 16:41:27.664669+00,,26.498695,206.43,0.8504926,4.21,0.136
159,DVLA.JK,6.71,,,false,2026-03-06 04:28:49.558801+00,Darya-Varia Laboratoria Tbk,108,1610,,,,,2026-03-13 16:49:23.445312+00,,10.526316,71.900004,1.1747512,11.494,-0.172
160,DYAN.JK,0,,,false,2026-03-06 04:28:50.894809+00,Dyandra Media International Tbk,0,81,,,,,2026-03-13 16:49:23.960591+00,,6.6284776,0,0.48585036,4.4970002,-0.16
161,ECII.JK,0,,,false,2026-03-06 04:28:52.227881+00,Electronic City Indonesia Tbk.,0,214,,,,,2026-03-13 16:49:24.460254+00,,,0,0.23226963,-2.1860002,0.544
162,EKAD.JK,5,,,false,2026-03-06 04:28:53.605048+00,Ekadharma International Tbk,9,180,,,,,2026-03-13 16:49:24.977558+00,,1.2305758,0,0.5342499,2.553,-0.027
163,ELSA.JK,5.51,,,false,2026-03-06 04:28:54.975912+00,Elnusa Tbk,39.11,710,,,,,2026-03-13 16:49:25.422706+00,,7.521983,41.43,0.97541136,14.062001,0.168
164,ELTY.JK,0,,,false,2026-03-06 04:28:56.342803+00,Bakrieland Development Tbk,0,40,,,,,2026-03-13 16:49:25.958778+00,,333.33334,0,0.3125977,-0.119,0.166
165,EMDE.JK,0,,,false,2026-03-06 04:28:57.717206+00,Megapolitan Developments Tbk.,0,74,,,,,2026-03-13 16:49:26.388309+00,,3.4938622,0,0.11762462,3.69,-0.26
166,EMTK.JK,5.39,,,false,2026-03-06 04:28:59.082302+00,Elang Mahkota Teknologi Tbk,38,705,,,,,2026-03-13 16:49:26.894227+00,,5.7640424,26.98,1.1013267,20.097,0.286
167,ENRG.JK,0,,,false,2026-03-06 04:29:00.434153+00,Energi Mega Persada Tbk,0,1410,,,,,2026-03-13 16:49:27.334511+00,,23.305784,0,41470.586,12.380999,0.228
168,EPMT.JK,7.78,,,false,2026-03-06 04:29:01.89539+00,Enseval Putera Megatrading Tbk,179,2300,,,,,2026-03-13 16:49:27.725601+00,,8.212233,63.93,0.8142645,9.9980004,-0.024
169,ERAA.JK,5.03,,,false,2026-03-06 04:29:03.268543+00,Erajaya Swasembada Tbk.,19,378,,,,,2026-03-13 16:49:28.13258+00,,5.811808,29.2,0.6870379,12.1070005,0.349
170,ERTX.JK,0,,,false,2026-03-06 04:29:04.675964+00,Eratex Djaja Tbk,0,212,,,,,2026-03-13 16:49:28.577118+00,,211999.98,0,9636.363,9.636,0.4
171,ESSA.JK,1.36,,,false,2026-03-06 04:29:06.023039+00,ESSA Industries Indonesia Tbk.,10,735,,,,,2026-03-13 16:49:28.981175+00,,18.612307,25.57,28269.23,9.6820004,0.179
172,ESTI.JK,0,,,false,2026-03-06 04:29:07.482736+00,Ever Shine Tex Tbk.,0,138,,,,,2026-03-13 16:49:29.42314+00,,138000,0,17250,6.315,0.999
173,ETWA.JK,0,,,false,2026-03-06 04:29:08.975432+00,"ETWA.JK,0P0000AV1H,0",0,70,,,,,2026-03-06 08:11:56.882159+00,,,,,,
174,EXCL.JK,9.23,,,false,2026-03-06 04:29:10.367709+00,XLSMART Telecom Sejahtera Tbk.,244.7,2650,,,,,2026-03-13 16:49:29.856892+00,,,38.27,1.616588,-15.7,-0.218
175,FAST.JK,0,,,false,2026-03-06 04:29:11.752637+00,Fast Food Indonesia Tbk,0,290,,,,,2026-03-13 16:49:30.292045+00,,,0,-13.537484,-347.298,0.777
176,FASW.JK,0,,,false,2026-03-06 04:29:13.101746+00,Fajar Surya Wisesa Tbk,0,5312.4970703125,,,,,2026-03-06 08:11:58.081362+00,,,,,,
177,FISH.JK,2.24,,,false,2026-03-06 04:29:14.512929+00,FKS Multi Agro Tbk,15,670,,,,,2026-03-13 16:49:30.731175+00,,19.851852,46.150002,18611.111,6.874,1.319
178,FMII.JK,0,,,false,2026-03-06 04:29:15.830676+00,Fortune Mate Indonesia Tbk,0,232,,,,,2026-03-13 16:49:31.20796+00,,63.56164,0,2.1370869,3.422,0.396
179,FORU.JK,0,,,false,2026-03-06 04:29:17.193597+00,Fortune Indonesia Tbk,0,1185,,,,,2026-03-13 16:49:31.615342+00,,,0,22.731632,-5.546,-0.355
180,FPNI.JK,0,,,false,2026-03-06 04:29:18.523424+00,Lotte Chemical Titan Tbk.,0,362,,,,,2026-03-13 16:49:32.011417+00,,,0,19052.633,0.176,-0.507
181,GAMA.JK,0,,,false,2026-03-06 04:29:19.831742+00,"GAMA.JK,0P0000WGD9,0",0,18,,,,,2026-03-06 08:12:00.004718+00,,,,,,
182,GDST.JK,0,,,false,2026-03-06 04:29:21.146213+00,Gunawan Dianjaya Steel Tbk.,0,100,,,,,2026-03-13 16:49:32.439356+00,,8.417508,63.130003,0.65040225,7.413,0.068
183,GDYR.JK,0,,,false,2026-03-06 04:29:22.585809+00,Goodyear Indonesia Tbk,0,1105,,,,,2026-03-13 16:49:32.892569+00,,184166.67,0,7466.2163,7.243,0.264
184,GEMA.JK,3.66,,,false,2026-03-06 04:29:23.969359+00,Gema Grahasarana Tbk,3,82,,,,,2026-03-13 16:49:33.347491+00,,7.0567985,25.82,0.30338907,4.6529997,0.1
185,GEMS.JK,7.08,,,false,2026-03-06 04:29:25.31954+00,Golden Energy Mines Tbk.,586.15,8275,,,,,2026-03-13 16:49:33.758374+00,,11.147484,81.85,69537.81,37.932998,-0.085
186,GGRM.JK,3.48,,,false,2026-03-06 04:29:26.785387+00,Gudang Garam Tbk,500,14375,,,,,2026-03-13 16:49:34.189236+00,,25.251194,87.87,0.44566885,1.773,0.746
187,GIAA.JK,0,,,false,2026-03-06 04:29:28.098155+00,Garuda Indonesia (Persero) Tbk.,0,66,,,,,2026-03-13 16:49:34.640534+00,,1.7949415,0,-4125,0,-0.191
188,GJTL.JK,4.85,,,false,2026-03-06 04:29:29.518768+00,Gajah Tunggal Tbk,50,1030,,,,,2026-03-13 16:49:35.084559+00,,3.6277823,17.61,0.35504192,10.264,0.428
189,GLOB.JK,0,,,false,2026-03-06 04:29:30.84874+00,Globe Kita Terang Tbk.,0,155,,,,,2026-03-06 08:12:03.67752+00,,,,,,
190,GMTD.JK,0.24,,,false,2026-03-06 04:29:32.299909+00,Gowa Makassar Tourism Developme,3.8,1605,,,,,2026-03-13 16:49:35.507691+00,,50.75901,11.9899996,1.8966497,3.807,-0.354
191,GOLD.JK,0,,,false,2026-03-06 04:29:33.587377+00,Visi Telekomunikasi Infrastrukt,0,274,,,,,2026-03-13 16:49:35.906466+00,,23.073685,0,0.8476779,4.4060003,0.227
192,GOLL.JK,0,,,false,2026-03-06 04:29:34.866212+00,"GOLL.JK,0P000154MR,0",0,50,,,,,2026-03-06 08:12:04.985559+00,,,,,,
193,GPRA.JK,5.05,,,false,2026-03-06 04:29:36.250208+00,Perdana Gapuraprima Tbk,5,99,,,,,2026-03-13 16:49:36.340212+00,,3.622393,18.290001,0.31282488,8.698,0.055
194,GSMF.JK,0,,,false,2026-03-06 04:29:37.58572+00,Equity Development Investment T,0,83,,,,,2026-03-13 16:49:36.730209+00,,29.749104,0,0.4731771,1.8480001,-0.707
195,GTBO.JK,0,,,false,2026-03-06 04:29:38.92737+00,Garda Tujuh Buana Tbk,0,196,,,,,2026-03-13 16:49:37.107288+00,,,0,10888.89,-9.4189994,-0.884
196,GWSA.JK,0,,,false,2026-03-06 04:29:40.231032+00,Greenwood Sejahtera Tbk.,0,140,,,,,2026-03-13 16:49:37.50869+00,,15.350878,0,0.15174787,1.012,0.294
197,GZCO.JK,0,,,false,2026-03-06 04:29:41.555704+00,Gozco Plantations Tbk,0,172,,,,,2026-03-13 16:49:37.906423+00,,10.89297,0,0.83845586,8.031,0.111
198,HADE.JK,0,,,false,2026-03-06 04:29:42.891462+00,Himalaya Energi Perkasa Tbk.,0,25,,,,,2026-03-13 16:49:38.330202+00,,,0,11.698643,-30.733,0.072
199,HDFA.JK,0,,,false,2026-03-06 04:29:44.234341+00,Radana Bhaskara Finance Tbk.,0,92,,,,,2026-03-13 16:49:38.723367+00,,,0,1.0554937,-9.491,0.281
200,HERO.JK,0,,,false,2026-03-06 04:29:45.583179+00,DFI Retail Nusantara Tbk.,0,414,,,,,2026-03-13 16:49:39.18128+00,,,0,1.1077397,-8.336,0.32
201,HEXA.JK,10.07,,,false,2026-03-06 04:29:47.049772+00,Hexindo Adiperkasa Tbk,437.8448,4350,,,,,2026-03-13 16:49:39.606886+00,,6.6140585,66.370004,21750,17.28,0.051
202,HITS.JK,0,,,false,2026-03-06 04:29:48.525178+00,"Humpuss Intermoda Transportasi ",0,116,,,,,2026-03-06 08:12:08.868104+00,,,,,,
203,HMSP.JK,7.59,,,false,2026-03-06 04:29:50.003203+00,H.M. Sampoerna Tbk.,56.2,740,,,,,2026-03-13 16:49:40.021717+00,,14.501274,110.2,3.0360842,23.311001,
204,HOME.JK,0,,,false,2026-03-06 04:29:51.309391+00,"HOME.JK,0P0000JDAY,0",0,50,,,,,2026-03-06 08:12:09.651744+00,,,,,,
205,HOTL.JK,0,,,false,2026-03-06 04:29:52.719596+00,"HOTL.JK,0P0000XUPX,0",0,50,,,,,2026-03-06 08:12:10.03611+00,,,,,,
206,HRUM.JK,0,,,false,2026-03-06 04:29:54.047081+00,Harum Energy Tbk.,0,995,,,,,2026-03-13 16:49:40.423221+00,,36.90653,0,14214.286,1.4099999,0.167
207,IATA.JK,0,,,false,2026-03-06 04:29:55.381024+00,MNC Energy Investments Tbk.,0,67,,,,,2026-03-13 16:49:40.828677+00,,,0,16750,1.382,-0.531
208,IBFN.JK,0,,,false,2026-03-06 04:29:56.712103+00,Intan Baru Prana Tbk.,0,89,,,,,2026-03-13 16:49:41.222877+00,,,0,-0.17697425,0,0.153
209,IBST.JK,0,,,false,2026-03-06 04:29:58.055691+00,Inti Bangun Sejahtera Tbk.,0,4490,,,,,2026-03-13 16:41:28.217731+00,,15.313778,0,2.4905896,17.68,-0.207
210,ICBP.JK,3.45,,,false,2026-03-06 04:29:59.438696+00,Indofood CBP Sukses Makmur Tbk.,250,7250,,,,,2026-03-13 16:49:41.645758+00,,13.992627,48.259997,1.7150083,10.972,-0.062
211,ICON.JK,0,,,false,2026-03-06 04:30:00.776512+00,Island Concepts Indonesia Tbk.,0,99,,,,,2026-03-13 16:49:42.039783+00,,,0,0.7190378,-1.9299999,0.213
212,IGAR.JK,1.04,,,false,2026-03-06 04:30:02.233905+00,Champion Pacific Indonesia Tbk.,5,482,,,,,2026-03-13 16:49:42.906194+00,,8.0239725,8.32,0.66771114,9.15,-0.096
213,IIKP.JK,0,,,false,2026-03-06 04:30:03.573006+00,"IIKP.JK,0P0000EKWR,0",0,50,,,,,2026-03-06 08:12:23.807035+00,,,,,,
214,IKAI.JK,0,,,false,2026-03-06 04:30:04.951182+00,Intikeramik Alamasri Industri T,0,20,,,,,2026-03-13 16:49:43.330307+00,,,0,0.40565482,-11.112001,0.344
215,IKBI.JK,5.13,,,false,2026-03-06 04:30:06.363641+00,Sumi Indo Kabel Tbk,27.69,540,,,,,2026-03-13 16:49:43.755509+00,,4.3866777,23.18,7826.087,11.0240005,0.088
216,IMAS.JK,0.4,,,false,2026-03-06 04:30:07.775727+00,"Indomobil Sukses Internasional ",4,1005,,,,,2026-03-13 16:49:44.172857+00,,9.793412,3.9,0.30654675,3.411,0.068
217,IMJS.JK,0.19,,,false,2026-03-06 04:30:09.121092+00,Indomobil Multi Jasa Tbk.,0.312428,162,,,,,2026-03-13 17:02:28.775797+00,,6.9707403,1.34000005,0.31161875,2.726,0.19
218,IMPC.JK,0,,,false,2026-03-06 04:30:10.459299+00,Impack Pratama Industri Tbk.,0,1690,,,,,2026-03-13 17:02:29.092538+00,,152.38954,0,32.29567,23.723,0.227
219,INAF.JK,0,,,false,2026-03-06 04:30:11.804405+00,Indofarma Tbk.,0,126,,,,,2026-03-06 08:12:26.427706+00,,,,,,
220,INAI.JK,0,,,false,2026-03-06 04:30:13.180401+00,Indal Aluminium Industry Tbk,0,195,,,,,2026-03-13 17:02:29.34434+00,,,0,0.93093425,-57.2,0.234
221,INCI.JK,5.04,,,false,2026-03-06 04:30:14.592648+00,Intanwijaya Internasional Tbk,35,695,,,,,2026-03-13 17:02:29.593367+00,,8.257981,0,0.30717757,6.182,0.252
222,INCO.JK,0.95,,,false,2026-03-06 04:30:16.049702+00,Vale Indonesia Tbk.,53.4,5650,,,,,2026-03-13 17:02:29.86332+00,,56.488705,55.17,21647.51,2.158,0.938
223,INDF.JK,4.75,,,false,2026-03-06 04:30:17.499819+00,Indofood Sukses Makmur Tbk,280,5900,,,,,2026-03-13 17:02:30.127771+00,,6.674888,31.67,0.737305,10.852,-0.046
224,INDR.JK,0,,,false,2026-03-06 04:30:18.880141+00,Indo-Rama Synthetics Tbk.,0,2920,,,,,2026-03-13 17:02:30.375159+00,,,0,5008.576,-3.847,0.364
225,INDS.JK,1.75,,,false,2026-03-06 04:30:20.335522+00,Indospring Tbk,8,458,,,,,2026-03-13 17:02:30.64544+00,,43.66063,76.19,0.89307135,2.574,2.004
226,INDX.JK,0,,,false,2026-03-06 04:30:21.77791+00,Tanah Laut Tbk,0,105,,,,,2026-03-13 17:02:30.894396+00,,1346.1538,0,1.993734,-31.612,1.099
227,INDY.JK,0.45,,,false,2026-03-06 04:30:23.165338+00,Indika Energy Tbk,16.40755,3620,,,,,2026-03-13 17:02:31.141018+00,,,298.57998,15807.86,-0.483,0.456
228,INKP.JK,0.55,,,false,2026-03-06 04:30:24.579759+00,Indah Kiat Pulp & Paper Tbk.,50,9025,,,,,2026-03-13 17:02:31.38535+00,,5.5857453,3.21,7349.348,8.108,0.423
229,INPC.JK,0,,,false,2026-03-06 04:30:25.930436+00,"Bank Artha Graha Internasional ",0,154,,,,,2026-03-13 17:02:31.608221+00,,38.308456,0,0.70577776,1.862,-0.603
230,INPP.JK,1.4,,,false,2026-03-06 04:30:27.294235+00,Indonesian Paradise Property Tb,11,785,,,,,2026-03-13 16:41:29.311497+00,,19.644646,27.51,1.4911001,8.78,0.198
231,INRU.JK,0,,,false,2026-03-06 04:30:28.574698+00,Toba Pulp Lestari Tbk.,0,590,,,,,2026-03-06 08:12:31.337247+00,,,,,,
232,INTA.JK,0,,,false,2026-03-06 04:30:29.949659+00,Intraco Penta Tbk,0,72,,,,,2026-03-13 17:02:31.84275+00,,,0,-0.12888674,0,0.95
233,INTD.JK,0,,,false,2026-03-06 04:30:31.272692+00,Inter Delta Tbk,0,210,,,,,2026-03-13 17:02:32.074672+00,,42.40711,0,3.4149117,-5.0329998,0.546
234,INTP.JK,4.8,,,false,2026-03-06 04:30:32.680461+00,Indocement Tunggal Prakarsa Tbk,259,5400,,,,,2026-03-13 17:02:32.309836+00,,9.009008,43.2,0.81061524,9.3100004,0.278
235,IPOL.JK,0,,,false,2026-03-06 04:30:34.018705+00,Indopoly Swakarsa Industry Tbk.,0,117,,,,,2026-03-13 17:02:32.544433+00,,43.333332,0,4333.333,0.53100004,0.404
236,ISAT.JK,4.19,,,false,2026-03-06 04:30:35.413324+00,Indosat Tbk,83.8,2000,,,,,2026-03-13 17:02:32.817624+00,,11.7116585,49.05,1.7759134,15.277,-0.441
237,ISSP.JK,3.32,,,false,2026-03-06 04:30:36.764282+00,Steel Pipe Industry of Indonesi,16,482,,,,,2026-03-13 17:02:33.047701+00,,6.365557,21.129999,0.5990815,9.969,0.35
238,ITMA.JK,0,,,false,2026-03-06 04:30:38.092099+00,Sumber Energi Andalan Tbk.,0,2330,,,,,2026-03-13 17:02:33.265698+00,,106.68498,0,10837.209,9.985,0.721
239,ITMG.JK,10.76,,,false,2026-03-06 04:30:39.466339+00,Indo Tambangraya Megah Tbk,2983,27725,,,,,2026-03-13 17:02:33.499176+00,,9.671163,105.05,16415.04,10.1339996,-0.357
240,JAWA.JK,0,,,false,2026-03-06 04:30:40.825908+00,Jaya Agra Wattie Tbk.,0,146,,,,,2026-03-13 17:02:33.735884+00,,96.68874,0,1.6779102,2.168,-0.718
241,JECC.JK,1.06,,,false,2026-03-06 04:30:42.210161+00,Jembo Cable Company Tbk,10,940,,,,,2026-03-13 17:02:33.994293+00,,5.81036,6.18,0.7772205,14.288999,0.269
242,JIHD.JK,0,,,false,2026-03-06 04:30:43.659302+00,Jakarta International  Hotels &,0,520,,,,,2026-03-13 17:02:34.226072+00,,10.919782,0,0.3222544,5.9770003,-1.166
243,JKON.JK,4.64,,,false,2026-03-06 04:30:45.064635+00,Jaya Konstruksi Manggala Pratam,3.25,70,,,,,2026-03-13 17:02:34.504316+00,,9.776537,45.389998,0.35719752,3.5380002,0.07
244,JPFA.JK,3.11,,,false,2026-03-06 04:30:46.474524+00,Japfa Comfeed Indonesia Tbk.,70,2250,,,,,2026-03-13 17:02:34.740106+00,,6.539747,20.35,1.4017678,23.401,0.234
245,JRPT.JK,2.43,,,false,2026-03-06 04:30:47.894864+00,Jaya Real Property Tbk,27,1110,,,,,2026-03-13 17:02:34.97682+00,,10.9770565,26.700002,1.3315436,12.548,0.086
246,JSMR.JK,5.09,,,false,2026-03-06 04:30:49.289705+00,Jasa Marga (Persero) Tbk,156.22919,3070,,,,,2026-03-13 17:02:35.201895+00,,6.092116,31,0.612881,7.933,0.041
247,JSPT.JK,1.54,,,false,2026-03-06 04:30:50.68845+00,Jakarta Setiabudi Internasional,20,1300,,,,,2026-03-13 17:02:35.418679+00,,11.70433,18.020001,1.2745723,9.503999,-0.93
248,JTPE.JK,2.93,,,false,2026-03-06 04:30:52.158029+00,Jasuindo Tiga Perkasa Tbk,17,580,,,,,2026-03-13 17:02:35.654344+00,,14.650164,60.61,3.3252113,23.466998,-0.168
249,KAEF.JK,0,,,false,2026-03-06 04:30:53.608468+00,Kimia Farma Tbk.,0,470,,,,,2026-03-13 17:02:35.905635+00,,,0,0.8057562,-20.024,1.302
250,KARW.JK,0,,,false,2026-03-06 04:30:54.937445+00,Meratus Jasa Prima Tbk.,0,316,,,,,2026-03-13 17:02:36.12287+00,,,0,-5745.4546,0,0.091
251,KBLI.JK,5.25,,,false,2026-03-06 04:30:56.37602+00,KMI Wire & Cable Tbk.,17,324,,,,,2026-03-13 17:02:36.344733+00,,5.944954,31.190002,0.47044814,7.824,0.036
252,KBLM.JK,6.29,,,false,2026-03-06 06:50:03.111867+00,Kabelindo Murni Tbk,20,318,,,,,2026-03-13 17:02:36.580163+00,,102.18509,0,0.24977085,3.373,0.082
253,KBLV.JK,0,,,false,2026-03-06 06:50:04.491597+00,First Media Tbk.,0,113,,,,,2026-03-13 17:02:36.768894+00,,5.1363635,0,0.01763133,0.55199997,-0.118
254,KBRI.JK,0,,,false,2026-03-06 06:50:05.842972+00,"KBRI.JK,0P0000JDAP,0",0,50,,,,,2026-03-06 08:12:40.522373+00,,,,,,
255,KDSI.JK,8.3,,,false,2026-03-06 06:50:07.286729+00,Kedawung Setia Industrial Tbk.,37,446,,,,,2026-03-13 17:02:37.023366+00,,2.486841,0,0.9106427,3.996,-0.143
256,KIAS.JK,0,,,false,2026-03-06 06:50:08.649979+00,Keramika Indonesia Assosiasi Tb,0,21,,,,,2026-03-06 08:12:41.330629+00,,,,,,
257,KICI.JK,0,,,false,2026-03-06 06:50:10.077454+00,Kedaung Indah Can Tbk,0,169,,,,,2026-03-13 17:02:37.244251+00,,2.285637,0,0.48072547,-9.323,0.826
258,KIJA.JK,1.04,,,false,2026-03-06 06:50:11.824466+00,Kawasan Industri Jababeka Tbk,1.766855,170,,,,,2026-03-13 17:02:37.509403+00,,8.272507,8.6,0.56445026,10.93,0.264
259,KKGI.JK,13.51,,,false,2026-03-06 06:50:13.268972+00,Resource Alam Indonesia Tbk,47,348,,,,,2026-03-13 17:02:37.742287+00,,23.015873,205.24,10874.999,1.933,-0.282
260,KLBF.JK,3.73,,,false,2026-03-06 06:50:14.712175+00,Kalbe Farma Tbk,36,965,,,,,2026-03-13 17:02:37.965001+00,,12.597912,46.99,1.9032967,14.554,-0.002
261,KOBX.JK,0,,,false,2026-03-06 06:50:16.058953+00,Kobexindo Tractors Tbk.,0,142,,,,,2026-03-13 17:02:38.189199+00,,23666.666,0,0.64422756,-37.383997,-0.32
262,KOIN.JK,0,,,false,2026-03-06 06:50:17.432418+00,Kokoh Inti Arebama Tbk,0,86,,,,,2026-03-13 16:41:28.746523+00,,,0,-0.86751264,,0.231
263,KONI.JK,0,,,false,2026-03-06 06:50:18.916232+00,Perdana Bangun Pusaka Tbk,0,1465,,,,,2026-03-13 17:02:38.392689+00,,27.979374,0,2.775641,10.8710006,0.527
264,KOPI.JK,0,,,false,2026-03-06 06:50:20.247061+00,Mitra Energi Persada Tbk.,0,246,,,,,2026-03-13 17:02:38.644482+00,,103.231224,0,2.4164317,-24.983999,0.589
265,KPIG.JK,0,,,false,2026-03-06 06:50:21.812757+00,MNC Tourism Indonesia Tbk.,0,100,,,,,2026-03-13 17:02:38.91737+00,,13.605442,0,0.3488964,2.348,0.357
266,KRAS.JK,0,,,false,2026-03-06 06:50:23.165557+00,Krakatau Steel (Persero) Tbk.,0,288,,,,,2026-03-13 17:02:39.19123+00,,6.8294997,0,12521.739,15.307,0.649
267,KREN.JK,0,,,false,2026-03-06 06:50:24.746422+00,Quantum Clovera Investama Tbk.,0,16,,,,,2026-03-13 17:02:39.573818+00,,,0,7.9404464,-11.526,0.445
268,LAPD.JK,0,,,false,2026-03-06 06:50:26.169841+00,Leyand International Tbk,0,86,,,,,2026-03-13 17:02:39.827179+00,,,0,-16.122984,0,
269,LCGP.JK,0,,,false,2026-03-06 06:50:27.473674+00,"LCGP.JK,0P0000EOLE,0",0,114,,,,,2026-03-06 08:12:46.778736+00,,,,,,
270,LEAD.JK,0,,,false,2026-03-06 06:50:28.840196+00,Logindo Samudramakmur Tbk.,0,118,,,,,2026-03-13 17:02:40.054444+00,,,0,14749.999,7.378,-0.758
271,LINK.JK,0,,,false,2026-03-06 06:50:30.209108+00,Link Net Tbk.,0,1910,,,,,2026-03-13 17:02:40.312609+00,,,0,1.4807774,-33.874,0.469
272,LION.JK,1.21,,,false,2026-03-06 06:50:31.657294+00,Lion Metal Works Tbk,5,412,,,,,2026-03-13 17:02:40.589243+00,,,0,0.4537005,-3.6989998,0.368
273,LMAS.JK,0,,,false,2026-03-06 06:50:33.054125+00,"LMAS.JK,0P0000B77G,0",0,50,,,,,2026-03-06 08:12:48.382577+00,,,,,,
274,LMPI.JK,0,,,false,2026-03-06 06:50:34.427169+00,Langgeng Makmur Industri Tbk.,0,146,,,,,2026-03-13 17:02:40.799918+00,,,0,1.226664,-28.709,0.074
