id,ticker,dividend_yield,predicted_high,predicted_low,is_odd,last_updated,company_name,total_dividend_2025,previous_close,live_price_2026,base_yield,live_yield,sector,last_mined,last_live_update,pe_ratio,payout_ratio,pbv,roe,beta
275,LMSH.JK,0,,,false,2026-03-06 06:50:35.952372+00,Lionmesh Prima Tbk.,0,256,,,,,2026-03-06 08:12:49.19512+00,,,,,,
276,LPCK.JK,0,,,false,2026-03-06 06:50:37.327377+00,Lippo Cikarang Tbk,0,655,,,,,2026-03-13 17:02:40.996369+00,,13.64015,0,0.50298256,3.4140002,0.351
277,LPGI.JK,0.99,,,false,2026-03-06 06:50:38.722309+00,Lippo General Insurance Tbk,6,605,,,,,2026-03-13 17:02:41.249694+00,,15.128781,15,1.8178377,12.85,0.117
278,LPIN.JK,10.27,,,false,2026-03-06 06:50:40.119818+00,Multi Prima Sejahtera Tbk,45,438,,,,,2026-03-13 17:02:41.479363+00,,7.159202,0,0.5359424,9.4849996,-0.834
279,LPKR.JK,0,,,false,2026-03-06 06:50:41.517742+00,Lippo Karawaci Tbk,0,77,,,,,2026-03-13 17:02:41.712112+00,,11.63142,0,0.18114705,1.847,0.464
280,LPLI.JK,0,,,false,2026-03-06 06:50:42.845546+00,Star Pacific Tbk,0,290,,,,,2026-03-13 17:02:41.923684+00,,1.0141988,0,0.10392939,13.603,0.871
281,LPPF.JK,16.39,,,false,2026-03-06 06:50:44.342923+00,Matahari Department Store Tbk.,300,1830,,,,,2026-03-13 17:02:42.157816+00,,5.6491942,92.59,14.935362,242.32202,0.094
282,LPPS.JK,0,,,false,2026-03-06 06:50:45.756726+00,Lenox Pasifik Investama Tbk.,0,80,,,,,2026-03-13 17:02:42.405583+00,,1.557026,0,0.20778844,14.275,0.103
283,LRNA.JK,0,,,false,2026-03-06 06:50:47.126218+00,Eka Sari Lorena Transport Tbk.,0,192,,,,,2026-03-13 17:02:42.640523+00,,,0,0.25132206,-5.529,0.2
284,LSIP.JK,5.04,,,false,2026-03-06 06:50:48.590357+00,PP London Sumatra Indonesia Tbk,65,1290,,,,,2026-03-13 17:02:42.880679+00,,4.6570396,23.47,0.6284133,14.208001,0.2
285,LTLS.JK,5.77,,,false,2026-03-06 06:50:50.027532+00,Lautan Luas Tbk,45,780,,,,,2026-03-13 17:02:43.18323+00,,7.3710074,42.540002,0.37508476,5.501,-0.253
286,MAGP.JK,0,,,false,2026-03-06 06:50:51.290911+00,"MAGP.JK,0P0000XUPW,0",0,50,,,,,2026-03-06 08:12:53.944698+00,,,,,,
287,MAIN.JK,7.98,,,false,2026-03-06 06:50:52.681567+00,Malindo Feedmill Tbk,65,815,,,,,2026-03-13 17:02:43.492176+00,,6.8470135,54.62,0.6933002,10.343,0.259
288,MAPI.JK,0.92,,,false,2026-03-06 06:50:54.165439+00,Mitra Adiperkasa Tbk,10,1090,,,,,2026-03-13 17:02:43.806305+00,,9.816282,9.0100005,1.3762279,14.831,0.175
289,MAYA.JK,0,,,false,2026-03-06 06:50:55.566133+00,Bank Mayapada Internasional Tbk,0,191,,,,,2026-03-13 17:02:44.053773+00,,107.90961,0,0.13271815,0.103,0.233
290,MBAP.JK,2.2,,,false,2026-03-06 06:50:56.964354+00,Mitrabara Adiperdana Tbk.,38,1725,,,,,2026-03-13 17:02:44.273078+00,,31.985907,73.09,11655.405,1.7719999,-0.451
291,MBSS.JK,0,,,false,2026-03-06 06:50:58.346536+00,Mitrabahtera Segara Sejati Tbk.,0,1705,,,,,2026-03-13 17:02:44.522753+00,,7.3583355,0,0.7777543,11.1260004,0.107
292,MBTO.JK,0,,,false,2026-03-06 06:50:59.680267+00,Martina Berto Tbk.,0,113,,,,,2026-03-13 17:02:44.736887+00,,,0,0.3468577,-6.704,0.184
293,MCOR.JK,0,,,false,2026-03-06 06:51:00.991023+00,Bank China Construction Bank In,0,70,,,,,2026-03-13 17:02:44.963102+00,,8.79397,0,0.37147495,4.3169998,0.166
294,MDIA.JK,0,,,false,2026-03-06 06:51:02.326398+00,Intermedia Capital Tbk.,0,55,,,,,2026-03-13 17:02:45.224179+00,,,0,2.240691,-70.026,0.449
295,MDKA.JK,0,,,false,2026-03-06 06:51:03.671892+00,Merdeka Copper Gold Tbk.,0,3190,,,,,2026-03-13 17:02:45.451212+00,,,0,91142.86,1.485,1.227
296,MDLN.JK,0,,,false,2026-03-06 06:51:05.020664+00,Modernland Realty Tbk.,0,52,,,,,2026-03-13 17:02:45.690229+00,,,0,0.15795006,-2.039,0.102
297,MDRN.JK,0,,,false,2026-03-06 06:51:06.583368+00,Modern Internasional Tbk.,0,56,,,,,2026-03-13 17:02:45.905478+00,,17.948719,0,-1.4670055,0,0.901
298,MEDC.JK,3.14,,,false,2026-03-06 06:51:08.092016+00,Medco Energi Internasional Tbk.,53.4459,1700,,,,,2026-03-13 17:02:46.163607+00,,14.241434,35.900003,19318.182,8.1190005,0.526
299,MEGA.JK,2.24,,,false,2026-03-06 06:51:09.467222+00,Bank Mega Tbk,89.6352,4000,,,,,2026-03-13 17:02:46.407414+00,,13.930002,31.23,1.8728274,14.548,0.205
300,MERK.JK,5.54,,,false,2026-03-06 06:51:11.02955+00,Merck Tbk,170,3070,,,,,2026-03-13 17:02:46.723798+00,,7.6940427,42.610002,1.6506708,22.844,-0.158
301,META.JK,1.11,,,false,2026-03-06 06:51:12.416899+00,"META.JK,0P0000ENQT,0",2.63,238,,,,,2026-03-06 08:12:59.865973+00,,,,,,
302,MFMI.JK,2.62,,,false,2026-03-06 06:51:13.765156+00,Multifiling Mitra Indonesia Tbk,34,1300,,,,,2026-03-06 08:13:00.25607+00,,,,,,
303,MGNA.JK,0,,,false,2026-03-06 06:51:15.12281+00,Magna Investama Mandiri Tbk.,0,182,,,,,2026-03-13 17:02:46.940062+00,,5.052468,0,18.860104,17.926,0.357
304,MICE.JK,2,,,false,2026-03-06 06:51:16.599206+00,Multi Indocitra Tbk,10,500,,,,,2026-03-13 17:02:47.2068+00,,6.199628,12.4,0.31038857,5.07,0.3
305,MIDI.JK,2.83,,,false,2026-03-06 06:51:18.012727+00,Midi Utama Indonesia Tbk.,7.35,260,,,,,2026-03-13 17:02:47.45669+00,,12.961117,36.66,1.999308,14.955,-0.26
306,MIKA.JK,2.09,,,false,2026-03-06 06:51:19.462072+00,Mitra Keluarga Karyasehat Tbk.,43,2060,,,,,2026-03-13 17:02:47.720715+00,,22.929653,47.88,4.139597,18.435,0.051
307,MIRA.JK,0,,,false,2026-03-06 06:51:20.811113+00,Mitra International Resources T,0,24,,,,,2026-03-13 17:02:47.928629+00,,,0,0.64639497,-5.41,-0.454
308,MITI.JK,0,,,false,2026-03-06 06:51:22.356724+00,Mitra Investindo Tbk,0,266,,,,,2026-03-13 17:02:48.156782+00,,107.69231,0,2.3572574,3.136,0.424
309,MKPI.JK,3.11,,,false,2026-03-06 06:51:23.726703+00,Metropolitan Kentjana Tbk,728,23375,,,,,2026-03-13 17:02:48.387249+00,,20.681814,64.379996,2.9888656,14.846,-0.14
310,MLBI.JK,10.04,,,false,2026-03-06 06:51:25.171274+00,Multi Bintang Indonesia Tbk,542,5400,,,,,2026-03-13 17:02:48.640524+00,,10.310263,103.44,8.760958,84.299004,0.019
311,MLIA.JK,2.38,,,false,2026-03-06 06:51:26.617427+00,Mulia Industrindo Tbk,7,294,,,,,2026-03-13 17:02:48.879001+00,,28.405796,67.63,0.36468056,1.30900005,-0.041
312,MLPL.JK,0,,,false,2026-03-06 06:51:28.117385+00,Multipolar Tbk,0,90,,,,,2026-03-13 17:02:49.104235+00,,,0,0.2321167,-3.043,0.408
313,MLPT.JK,0.78,,,false,2026-03-06 06:51:29.467296+00,Multipolar Technology Tbk.,139.5,17850,,,,,2026-03-13 17:02:49.33571+00,,99.709526,77.93,44.19903,46.792,0.916
314,MMLP.JK,3.82,,,false,2026-03-06 06:51:30.767666+00,Mega Manunggal Property Tbk.,11.61,304,,,,,2026-03-13 17:02:49.591104+00,,33.77778,129,0.4498632,1.476,-0.099
315,MNCN.JK,0,,,false,2026-03-06 06:51:32.162073+00,Media Nusantara Citra Tbk,0,206,,,,,2026-03-13 17:02:49.818288+00,,2.9972353,0,0.122340426,4.211,0.07
316,MPMX.JK,12.06,,,false,2026-03-06 06:51:33.54956+00,Mitra Pinasthika Mustika Tbk.,120,995,,,,,2026-03-13 17:02:50.072663+00,,7.8968253,95.239997,0.7141653,8.975001,0.268
317,MPPA.JK,0,,,false,2026-03-06 06:51:34.999899+00,Matahari Putra Prima Tbk,0,48,,,,,2026-03-13 17:02:50.301845+00,,,0,-149.5327,-205.641,1.525
318,MRAT.JK,0,,,false,2026-03-06 06:51:36.430079+00,Mustika Ratu Tbk,0,418,,,,,2026-03-13 17:02:50.539071+00,,,0,0.332166,-0.95999995,0.508
319,MREI.JK,1.52,,,false,2026-03-06 06:51:37.939514+00,Maskapai Reasuransi Indonesia T,15,990,,,,,2026-03-13 17:02:50.782599+00,,5.5608606,8.4300004,0.31331772,5.815,-0.3
320,MSKY.JK,0,,,false,2026-03-06 06:51:39.287032+00,MNC Sky Vision Tbk.,0,70,,,,,2026-03-13 17:02:50.999642+00,,,0,0.42623928,-7.798,-0.148
321,MTDL.JK,4.44,,,false,2026-03-06 06:51:40.69659+00,Metrodata Electronics Tbk,24,540,,,,,2026-03-13 17:02:51.25236+00,,8.849558,39.34,1.5182229,19.586,0.171
322,MTFN.JK,0,,,false,2026-03-06 06:51:42.044088+00,Capitalinc Investment Tbk,0,27,,,,,2026-03-13 17:02:51.479375+00,,,0,-1.7210608,0,0.278
323,MTLA.JK,2.14,,,false,2026-03-06 06:51:43.455501+00,Metropolitan Land Tbk.,11.25,525,,,,,2026-03-13 17:02:51.701382+00,,10.363206,22.2,0.7572206,7.359,0.234
324,MTSM.JK,0,,,false,2026-03-06 06:51:44.816454+00,Metro Realty Tbk,0,500,,,,,2026-03-06 08:13:09.371724+00,,,,,,
325,MYOH.JK,4.44,,,false,2026-03-06 06:51:46.215621+00,Samindo Resources Tbk.,59.08,1330,,,,,2026-03-13 17:02:51.921107+00,,19.718311,90.93,16835.441,15.289,-0.121
326,MYOR.JK,3.07,,,false,2026-03-06 06:51:47.64572+00,Mayora Indah Tbk,55,1790,,,,,2026-03-13 17:02:52.154574+00,,14.086724,43.310001,2.3061602,17.171,-0.319
327,MYTX.JK,0,,,false,2026-03-06 06:51:48.972143+00,Asia Pacific Investama Tbk.,0,72,,,,,2026-03-13 17:02:52.367144+00,,,0,-0.9596162,0,0.736
328,NELY.JK,2.98,,,false,2026-03-06 06:51:50.335017+00,Pelayaran Nelly Dwi Putri Tbk.,10,336,,,,,2026-03-13 17:02:52.573075+00,,12.055974,0,0.85605747,12.134,0.469
329,NIKL.JK,0,,,false,2026-03-06 06:51:51.717022+00,Pelat Timah Nusantara Tbk.,0,290,,,,,2026-03-13 17:02:52.798166+00,,44.00607,0,12608.695,1.727,0.638
330,NIRO.JK,0,,,false,2026-03-06 06:51:53.002096+00,City Retail Developments Tbk.,0,175,,,,,2026-03-13 17:02:53.005476+00,,,0,2.1575637,-12.457,0.274
331,NISP.JK,7.29,,,false,2026-03-06 06:51:54.427198+00,Bank OCBC NISP Tbk,106,1455,,,,,2026-03-13 17:02:53.256835+00,,6.599238,48.09,0.761305,11.963,
332,NOBU.JK,0,,,false,2026-03-06 06:51:55.721222+00,Bank Nationalnobu Tbk.,0,585,,,,,2026-03-13 17:02:53.472821+00,,9.452254,0,1.0808114,12.134,0.051
333,NRCA.JK,4.23,,,false,2026-03-06 06:51:57.045967+00,Nusa Raya Cipta Tbk.,22,520,,,,,2026-03-13 17:02:53.705717+00,,8.25659,34.919998,0.95750517,11.931,-0.392
334,OCAP.JK,0,,,false,2026-03-06 06:51:58.573003+00,"OCAP.JK,0P0000EKZ2,0",0,159,,,,,2026-03-06 08:13:13.544121+00,,,,,,
335,OKAS.JK,0,,,false,2026-03-06 06:51:59.90979+00,Ancora Indonesia Resources Tbk,0,96,,,,,2026-03-13 17:02:53.920913+00,,,0,16000,22.045,-0.16
336,OMRE.JK,0,,,false,2026-03-06 06:52:01.26619+00,Indonesia Prima Property Tbk,0,585,,,,,2026-03-13 17:02:54.172751+00,,,0,0.5132817,-4.1490003,2.962
337,PADI.JK,0,,,false,2026-03-06 06:52:02.594744+00,"Minna Padi Investama Sekuritas ",0,94,,,,,2026-03-13 17:02:54.371567+00,,24.60733,0,6.736902,1.158,-0.85
338,PALM.JK,0,,,false,2026-03-06 06:52:03.891366+00,Provident Investasi Bersama Tbk,0,362,,,,,2026-03-13 17:02:54.604517+00,,,0,0.9132973,-4.764,0.472
339,PANR.JK,11.54,,,false,2026-03-06 06:52:05.327865+00,Panorama Sentrawisata Tbk,60,520,,,,,2026-03-13 17:02:54.855176+00,,,0,0.80986035,42.227,0.093
340,PANS.JK,8.98,,,false,2026-03-06 06:52:06.922002+00,Panin Sekuritas Tbk,150,1670,,,,,2026-03-13 16:40:19.96004+00,,6.2188125,55.86,0.746166,12.57,-0.076
341,PBRX.JK,0,,,false,2026-03-06 06:52:08.75849+00,Pan Brothers Tbk.,0,39,,,,,2026-03-13 16:40:20.553768+00,,0.55714285,0,5571.428,1281.99,0.351
342,PDES.JK,0,,,false,2026-03-06 06:52:10.096752+00,Destinasi Tirta Nusantara Tbk,0,510,,,,,2026-03-13 16:40:21.080945+00,,,,3.7346222,41.18,-0.339
343,PEGE.JK,0,,,false,2026-03-06 06:52:11.56676+00,Panca Global Kapital Tbk.,0,162,,,,,2026-03-13 16:40:21.673832+00,,,0,3.1033888,-15.69,1.724
344,PGAS.JK,9.39,,,false,2026-03-06 06:52:13.125555+00,Perusahaan Gas Negara (Persero),182.08102,1940,,,,,2026-03-13 16:40:22.238178+00,,8.912574,86.9,17017.543,12.08,-0.145
345,PGLI.JK,0,,,false,2026-03-06 06:52:14.500244+00,Pembangunan Graha Lestari Indah,0,216,,,,,2026-03-13 16:40:22.81548+00,,,0,7.7427683,-4.79,0.863
346,PICO.JK,0,,,false,2026-03-06 06:52:15.845631+00,Pelangi Indah Canindo Tbk,0,136,,,,,2026-03-13 16:40:23.37786+00,,50.93633,0,0.36327794,1.7,-0.473
347,PJAA.JK,4.57,,,false,2026-03-06 06:52:17.278688+00,Pembangunan Jaya Ancol Tbk,24,525,,,,,2026-03-13 16:40:23.96703+00,,4.6460176,21.24,0.45634755,10.02,-0.066
348,PKPK.JK,0,,,false,2026-03-06 06:52:18.719679+00,Paragon Karya Perkasa Tbk.,0,1780,,,,,2026-03-13 16:40:24.517949+00,,1208.4182,,8.251131,19.63,
349,PLAS.JK,0,,,false,2026-03-06 06:52:20.108531+00,"PLAS.JK,0P0000EJOZ,0",0,50,,,,,2026-03-06 08:13:19.652085+00,,,,,,
350,PLIN.JK,6.85,,,false,2026-03-06 06:52:21.88288+00,Plaza Indonesia Realty Tbk,172,2510,,,,,2026-03-06 08:13:20.114184+00,,,,,,
351,PNBN.JK,4.24,,,false,2026-03-06 06:52:23.373056+00,Bank Pan Indonesia Tbk,42,990,,,,,2026-03-13 16:40:25.153137+00,,8.669002,36.76,0.43349072,5,-0.569
352,PNBS.JK,0,,,false,2026-03-06 06:53:35.293217+00,Bank Panin Dubai Syariah Tbk.,0,51,,,,,2026-03-13 16:40:25.707126+00,,98.07693,0,0.666092,0.68,0.094
353,PNIN.JK,0,,,false,2026-03-06 06:53:36.706394+00,Paninvest Tbk,0,745,,,,,2026-03-13 16:40:26.280002+00,,3.0120482,0,0.13589512,4.74,-0.391
354,PNLF.JK,0,,,false,2026-03-06 06:53:38.173656+00,Panin Financial Tbk,0,234,,,,,2026-03-13 16:40:26.861431+00,,4.5454545,0,0.24058802,5.04,-0.883
355,PSAB.JK,0,,,false,2026-03-06 06:53:39.601114+00,J Resources Asia Pasifik Tbk.,0,490,,,,,2026-03-13 16:40:27.466473+00,,24.209486,0,40833.332,9.9,0.474
356,PSDN.JK,0,,,false,2026-03-06 06:53:40.953137+00,Prasidha Aneka Niaga Tbk,0,139,,,,,2026-03-13 16:40:27.998751+00,,30.752213,0,6.1085477,,0.242
357,PSKT.JK,0,,,false,2026-03-06 06:53:42.32345+00,Red Planet Indonesia Tbk.,0,244,,,,,2026-03-13 16:40:28.549578+00,,,,7.7632833,-2.85,-0.489
358,PTBA.JK,11.42,,,false,2026-03-06 06:53:43.800635+00,Bukit Asam (Persero) Tbk.,332.437,2910,,,,,2026-03-13 16:40:29.13684+00,,10.245758,117.06,1.6215557,15.96,-0.199
359,PTIS.JK,0,,,false,2026-03-06 06:53:45.163794+00,Indo Straits Tbk.,0,306,,,,,2026-03-13 16:40:29.670248+00,,225,0,8052.632,0.27,0.866
360,PTPP.JK,0,,,false,2026-03-06 06:53:46.536767+00,PP (Persero) Tbk.,0,300,,,,,2026-03-13 16:40:30.233849+00,,11.995202,0,0.15289499,0.44,0.25
361,PTRO.JK,0.37,,,false,2026-03-06 06:53:48.021088+00,Petrosea Tbk,16.765738,4530,,,,,2026-03-13 16:40:30.810775+00,,92.18559,9.8,188750,5.8,0.635
362,PTSN.JK,1.53,,,false,2026-03-06 06:53:49.412703+00,Sat Nusapersada Tbk,5.2176,340,,,,,2026-03-13 16:40:31.823162+00,,9.330406,14.86,14782.608,9.64,0.318
363,PTSP.JK,0,,,false,2026-03-06 06:53:50.748722+00,Pioneerindo Gourmet Internation,0,940,,,,,2026-03-13 16:40:32.400988+00,,11.092754,0,1.2541678,11.48,1.518
364,PUDP.JK,0,,,false,2026-03-06 06:53:52.180501+00,Pudjiadi Prestige Tbk.,0,282,,,,,2026-03-13 16:40:32.971752+00,,,,0.36369875,-0.19,0.297
365,PWON.JK,3.92,,,false,2026-03-06 06:53:53.585321+00,Pakuwon Jati Tbk.,13,332,,,,,2026-03-13 16:40:33.543169+00,,7.477477,29.27,0.73217744,10.24,0.396
366,PYFA.JK,0,,,false,2026-03-06 06:53:54.990818+00,Pyridam Farma Tbk,0,310,,,,,2026-03-13 16:40:34.104044+00,,,0,4.7529974,-49.88,0.875
367,RAJA.JK,1.81,,,false,2026-03-06 06:53:56.420544+00,Rukun Raharja Tbk,60,3320,,,,,2026-03-13 16:40:34.634292+00,,34.746204,65,69166.664,15.45,-0.621
368,RALS.JK,12.71,,,false,2026-03-06 06:53:57.845124+00,Ramayana Lestari Sentosa Tbk,60,472,,,,,2026-03-13 16:40:35.2441+00,,8.374734,106.46,0.79678714,9.51,0.534
369,RANC.JK,0,,,false,2026-03-06 06:53:59.20232+00,Supra Boga Lestari Tbk.,0,630,,,,,2026-03-13 16:40:35.769376+00,,116.40798,,3.5336483,-18.97,1.145
370,RBMS.JK,0,,,false,2026-03-06 06:54:00.607568+00,Ristia Bintang Mahkotasejati Tb,0,42,,,,,2026-03-13 16:40:36.333969+00,,,,0.24229838,-2.36,0.266
371,RDTX.JK,1.77,,,false,2026-03-06 06:54:02.03463+00,Roda Vivatex Tbk,278,15700,,,,,2026-03-13 16:41:31.023351+00,,12.010405,32.84,1.3010577,11.26,0.365
372,RELI.JK,0,,,false,2026-03-06 06:54:03.411036+00,Reliance Sekuritas Indonesia Tb,0,486,,,,,2026-03-13 16:40:36.902157+00,,41.731068,,1.4112809,0.6,-0.447
373,RICY.JK,0,,,false,2026-03-06 06:54:04.800526+00,Ricky Putra Globalindo Tbk,0,83,,,,,2026-03-13 16:40:37.496878+00,,,0,-0.21884203,,0.216
374,RIGS.JK,0,,,false,2026-03-06 06:54:06.133496+00,Rig Tenders Indonesia Tbk.,0,700,,,,,2026-03-13 16:40:38.046145+00,,4.7207985,0,0.47570637,10.61,0.344
375,RIMO.JK,0,,,false,2026-03-06 06:54:07.474506+00,"RIMO.JK,0P0000BRSP,0",0,50,,,,,2026-03-06 08:13:30.610649+00,,,,,,
376,RODA.JK,0,,,false,2026-03-06 06:54:08.800992+00,Pikko Land Development Tbk.,0,55,,,,,2026-03-13 16:40:38.700391+00,,,0,0.389753,-2.86,0.231
377,ROTI.JK,10.74,,,false,2026-03-06 06:54:10.28825+00,Nippon Indosari Corpindo Tbk.,79.44,740,,,,,2026-03-13 16:40:39.280548+00,,16.146627,173.41,2.0384665,11.79,-0.047
378,RUIS.JK,0,,,false,2026-03-06 06:54:11.670077+00,Radiant Utama Interinsco Tbk,0,222,,,,,2026-03-13 16:40:39.85068+00,,11.246201,0,0.30211067,2.7,-0.468
379,SAFE.JK,0,,,false,2026-03-06 06:54:12.979584+00,Steady Safe Tbk,0,404,,,,,2026-03-13 16:40:40.410844+00,,14.057063,0,12.282622,161.6,0.799
380,SAME.JK,0,,,false,2026-03-06 06:54:14.30505+00,Sarana Meditama Metropolitan Tb,0,338,,,,,2026-03-13 16:40:40.949595+00,,120.71429,0,1.5194494,1.37,0.06
381,SCCO.JK,4.35,,,false,2026-03-06 06:54:15.79934+00,Supreme Cable Manufacturing & C,100,2300,,,,,2026-03-13 16:40:41.544272+00,,6.786262,29.5,0.3389437,5.77,0.136
382,SCMA.JK,10.55,,,false,2026-03-06 06:54:17.209318+00,Surya Citra Media Tbk,27,256,,,,,2026-03-13 16:40:42.129991+00,,23.992502,215.56,2.3441505,6.93,0.116
383,SCPI.JK,0,,,false,2026-03-06 06:54:18.582897+00,"SCPI.JK,0P0000B82V,0",0,29000,,,,,2026-03-06 08:13:33.924078+00,,,,,,
384,SDMU.JK,0,,,false,2026-03-06 06:54:19.910794+00,Sidomulyo Selaras Tbk.,0,77,,,,,2026-03-13 16:40:42.663093+00,,,0,4.696841,-49.01,-0.017
385,SDPC.JK,1.06,,,false,2026-03-06 06:54:21.256166+00,Millennium Pharmacon Internatio,2,188,,,,,2026-03-13 16:40:43.243242+00,,14.264036,15.17,0.7974346,5.65,0.478
386,SDRA.JK,3.51,,,false,2026-03-06 06:54:22.597941+00,Bank Woori Saudara Indonesia 19,8,228,,,,,2026-03-13 16:40:43.773093+00,,21.368322,74.91,0.24396299,0.56,-0.006
387,SGRO.JK,5.48,,,false,2026-03-06 06:54:24.12068+00,Prime Agri Resources Tbk.,330,6025,,,,,2026-03-13 16:40:44.392022+00,,7.8941855,43.25,1.816407,22.01,-0.074
388,SHID.JK,0,,,false,2026-03-06 06:54:25.498072+00,"Hotel Sahid Jaya International ",0,790,,,,,2026-03-13 16:40:44.946454+00,,,0,1.2783399,-7.2,-0.392
389,SIDO.JK,8.43,,,false,2026-03-06 06:54:26.834322+00,"Industri Jamu dan Farmasi Sido ",43,510,,,,,2026-03-13 16:40:45.54403+00,,12.330754,103.97,4.810867,37.2,0.075
390,SILO.JK,0,,,false,2026-03-06 06:54:28.156625+00,"Siloam International Hospitals ",0,2750,,,,,2026-03-13 16:40:46.126703+00,,34.836582,0,3.8177583,11.96,0.169
391,SIMA.JK,0,,,false,2026-03-06 06:54:29.517336+00,"SIMA.JK,0P0000C0M9,0",0,50,,,,,2026-03-06 08:13:37.144809+00,,,,,,
392,SIMP.JK,3.42,,,false,2026-03-06 06:54:30.879323+00,Salim Ivomas Pratama Tbk.,20,585,,,,,2026-03-13 16:40:47.84494+00,,4.3988266,15.04,0.44356963,11.15,0.357
393,SIPD.JK,0,,,false,2026-03-06 06:54:32.234523+00,Sreeya Sewu Indonesia Tbk.,0,900,,,,,2026-03-13 16:40:48.43277+00,,75.44006,0,1.3691461,1.84,0.833
394,SKBM.JK,0,,,false,2026-03-06 06:54:33.583456+00,Sekar Bumi Tbk.,0,750,,,,,2026-03-13 16:40:48.994909+00,,48.57513,0,1.318227,2.24,0.468
395,SKLT.JK,3.85,,,false,2026-03-06 06:54:35.033904+00,Sekar Laut Tbk,9,234,,,,,2026-03-13 16:40:49.55992+00,,10.985916,42.23,1.9543647,15.62,-0.528
396,SKYB.JK,0,,,false,2026-03-06 06:54:36.324476+00,"SKYB.JK,0P0000PSUD,0",0,51,,,,,2026-03-06 08:13:39.087308+00,,,,,,
397,SMAR.JK,0.57,,,false,2026-03-06 06:54:37.734741+00,Sinar Mas Agro Resources and Te,30,5300,,,,,2026-03-13 16:40:50.145258+00,,5.8901978,3.33,0.6789682,12.22,0.403
398,SMBR.JK,1.2,,,false,2026-03-06 06:54:39.078907+00,Semen Baturaja (Persero) Tbk.,2.60264,216,,,,,2026-03-13 16:40:50.712216+00,,8.996251,10.84,0.6325148,7.31,0.446
399,SMCB.JK,5.33,,,false,2026-03-06 06:54:40.445193+00,Solusi Bangun Indonesia Tbk,41.30494,775,,,,,2026-03-06 08:13:40.312307+00,,,,,,
400,SMDM.JK,0,,,false,2026-03-06 06:54:41.764158+00,Suryamas Dutamakmur Tbk,0,605,,,,,2026-03-13 16:40:51.282061+00,,169.94382,0,1.2734001,0.58,-1.162
401,SMDR.JK,3.34,,,false,2026-03-06 06:54:43.206099+00,Samudera Indonesia  Tbk,11.5,344,,,,,2026-03-13 16:40:51.863959+00,,6.7997627,23.33,10424.242,10.67,0.07
402,SMGR.JK,3.86,,,false,2026-03-06 06:54:44.710562+00,Semen Indonesia (Persero) Tbk.,96.2152,2490,,,,,2026-03-13 16:40:52.445664+00,,145.69923,565.97,0.38793144,0.4,0.362
403,SMMA.JK,0,,,false,2026-03-06 06:54:46.064934+00,Sinarmas Multiartha Tbk.,0,15000,,,,,2026-03-13 16:40:46.701883+00,,31.887756,0,3.6262977,11.31,-0.117
404,SMMT.JK,0,,,false,2026-03-06 06:54:47.397771+00,Golden Eagle Energy Tbk.,0,1170,,,,,2026-03-13 16:40:52.990913+00,,55.293007,0,117000,10.37,0.153
405,SMRA.JK,2.71,,,false,2026-03-06 06:54:48.960813+00,Summarecon Agung Tbk,9,332,,,,,2026-03-13 16:40:53.617158+00,,5.562071,15.08,0.47907233,10.44,0.503
406,SMRU.JK,0,,,false,2026-03-06 06:54:50.257113+00,"SMRU.JK,0P0000UBAV,0",0,50,,,,,2026-03-06 08:13:43.14766+00,,,,,,
407,SMSM.JK,8.12,,,false,2026-03-06 06:54:51.784644+00,Selamat Sempurna Tbk,140,1725,,,,,2026-03-13 16:40:54.210287+00,,8.843886,69.23,2.6475816,30.18,0.105
408,SOCI.JK,0.48,,,false,2026-03-06 06:54:53.281523+00,Soechi Lines Tbk.,2,418,,,,,2026-03-13 16:40:54.814563+00,,22.509424,11.18,7206.897,1.89,0.489
409,SONA.JK,0,,,false,2026-03-06 06:54:54.647756+00,Sona Topas Tourism Industry Tbk,0,2300,,,,,2026-03-13 16:41:29.868603+00,,21.10479,0,2.191242,11.02,1.196
410,SPMA.JK,0,,,false,2026-03-06 06:54:56.122732+00,Suparma Tbk,0,208,,,,,2026-03-13 16:40:55.375107+00,,14.227086,0,0.34766796,2.41,0.722
411,SQMI.JK,0,,,false,2026-03-06 06:54:57.432653+00,Wilton Makmur Indonesia Tbk.,0,59,,,,,2026-03-13 16:40:56.201065+00,,,0,-44.901066,-596.58,0.148
412,SRAJ.JK,0,,,false,2026-03-06 06:54:58.696111+00,Sejahteraraya Anugrahjaya Tbk.,0,15075,,,,,2026-03-13 16:40:47.246588+00,,,0,127.507866,-7.25,0.499
413,SRIL.JK,0,,,false,2026-03-06 06:55:00.018111+00,"SRIL.JK,0P0000YZ2P,0",0,146,,,,,2026-03-06 08:16:14.083653+00,,,,,,
414,SRSN.JK,1.85,,,false,2026-03-06 06:55:01.36758+00,Indo Acidatama Tbk,1,54,,,,,2026-03-13 16:40:56.74611+00,,6.7331667,12.47,0.41788876,6.42,0.068
415,SRTG.JK,0.95,,,false,2026-03-06 06:55:02.711534+00,Saratoga Investama Sedaya Tbk.,14.75,1555,,,,,2026-03-13 16:40:57.298364+00,,,5.27,0.42881957,-8.48,0.367
416,SSIA.JK,1.28,,,false,2026-03-06 06:55:04.118331+00,Surya Semesta Internusa Tbk,15,1170,,,,,2026-03-13 16:40:57.870212+00,,431.7343,563.91,0.9607844,2.91,0.662
